"name","ratings","reviews","friends_count","review_count"
"Pluto O.",3,"I've eaten here three times. The food is fantastic. Way better than I honestly expected for a seafood joint in Cleveland. I day dream about going back for the food quite often. However, all three times I've eaten at The Boiler I've had absolutely terrible service. I've had a different server every time and all three of them have taken (no hyperbole) 20+ minutes to bring me a soda or a beer. That's INSANE. They always forget something and they completely disappear from my area for extended periods of time.Shoutout to whatever FOH manager is reading this, I completely blame you and not your staff. The fish stinks from the head. Handle your business, set some standards and train your staff.This place has so much potential.I will gladly rewrite this review if during my next visit I see improvement.","0","4"
"Alison H.",3,"The one thing I will say is this.. the food is delicious.. but the WAIT?!? Super long.. we came in with a big birthday party.. they provided us two servers to assist.. half of our table got food waaaay before the other half.. like I understand we have two servers but why are we still waiting and the other side of the party is already done eating. Ridiculous!! Great food but this insane.. also 3 Long islands.. $50!! Insane.. I may or may not be back..","135","31"
"Siroda D.",3,"Went here with two girlfriends. Having been to another local place with a similar concept, I knew what to expect. <U+00A0>The restaurant itself is nice enough. Very spacious and open. <U+00A0>I arrived after my friends and they let me know that once they were seated, no one came to the table for at least 20 minutes. We all placed drink orders and were happy with what we got from the menu. We had their adult Capri Suns and I can definitely recommend those. We ordered <U+00A0>Chicken and Waffles to share and found that one of the pieces of chicken <U+00A0>was not cooked all the way through. It was still bloody by the bone. They did take it away and make a fresh batch . I also wish that they had more than one combo meal for the seafood. But it was more than enough for the three of us. We got their Bomb Diggity sauce and it was pretty good. They allow you to customize how spicy the dish is. <U+00A0>The server also suggested that we could add spice after the fact. We decided to do that and found it it was still lackluster. They provided plenty of napkins, wet naps, crackers, gloves, and bibs. Service was adequate after that slow start. They checked on us pretty frequently, which we appreciated. All in all, I won't be rushing back. But if you're into this Seafood in a bag setup, it may be worth checking out.","123","27"
"John B.",3,"If you're looking for a different type of restaurant experience -- this place is it.I realized that as I stuck my hand (plastic gloves and bib provided) deep into the bag of tasty butter sauce to first pluck off a snow crab leg and then a boiled potato. I crackeded open the leg -- half-closing my eyes to avoid flying shell fragments -- and pulled out the yummy meat that had soake dup the butter it was cooked in. After doing that couple of more times I tossed the mangled leg into a basket and then took a bite out of the potato, sans knife and fork.The meal was messy and primal but it was also perfectly cooked, errr, boiled, and lightly seasoned with Cayenne. I had ordered the 1 lb. of snow crab legs ($22) and a side of potatoes ($3) and they came out about 10-15 muinutes later in a steaming plastic bag that sat in a small bucket. But you can also order everything from shrimp to lobster tails and other sides like corn and sausage and they would all come the same way.There are also other menu items for those not looking to get messy.Now, Jeannene didn't enjoy it as much since (1) she thinks plain white toast is too spicey and at this restaurant everything seems to have at least a pinch of cayenne; and (2) she doesn't like to get messy eating her food and the messiness factor here is much higher than eating wings or ribs, even with plastic gloves and bib!She had gone with the crab roll sandwich and Bombdiggity fries ($15), merely shaking her head at the mess I was making. And even the cayenne sprinkled on the sandwich and fries was too much for her (Thus learning why they are called Bombdiggity fries).We just went with soft drinks but their drink menu looks like as much fun as the food and I will be back to try one of their mixed drinks in a ""Booze Bag.""The ambiance here is very casual with large-screen TVs showing the Cavs game and the ceilings are high, the floor is cement and the music is loud so it's kind of hard to hear. But despite that, there were a lot of large groups here on a early Sunday evening enjoying a family meal.","12","56"
"Jake D.",3,"I was excited to get boiling seafood on the west side. This place is okay. Flavor is okay might be a bit too oily compared to sauce. Shrimp was small and crawfish wasn't fresh.","220","3"
"Jeannine M.",3,"Service was awesome food was awesome but music was terrible I don't want to listen to Soulja while eating with my family... Seems more like a club then a restaurant. Food was amazing and so was our server definitely won't go back with our kids though.... Hope they get a new front of the house standing outside in the front doorway will not bring you in a good crowd... But it was great just won't be able to take my kids next time. Take extra money n be prepared especially if you are a good tipper it's pricey but your at a broiler","66","5"
"Cecilia S.",3,"Outdoor dining on picnic tables. Nice patio but it's right near the trash so that's not fun in July. I thought everything was a bit over cooked which is disappointing when it comes to crab legs, shrimp and mussels. King crab at $38 per lbs. (one leg for each of us) was rubbery and the ""peel and eat"" shrimp were mushy. Side order portions are a bit small so order extra if sharing. Sauces are fun. Three choices and we got all three. Medium heat is pretty hot! I recommend getting the sauces on the side because the shrimp and mussels are too smothered. It really overpowers the seafood. Fries are great and the corn is amazing. The corn and perfect house salad were probably our favorite things. Honestly, I'd go back just for that. They had just printed the new menu items that day. Thought the two house selected combo choices were lacking. They should have a ""pick 2/3"" combo option. Menu is very limited and it appears they're adding to it so that will be interesting to watch if we go back. Service was good. It's a new restaurant and you can tell by the staff. They're still getting the hang of things. More than helpful, just not smooth service. For instance, the fries were served first and <U+00A0>were pretty much gone before the food came or they would have been cold. He didn't know what drinks or salad dressings they had, etc. but he was very nice! I've been waiting for a great casual seafood restaurant to open in Cleveland, I just don't think this is it yet. They still have a few kinks so we'll see. Spent $120 for two of us and left a bit hungry and not as impressed as I hoped I would be.","188","11"
"Hana B.",3,"Went here for an early dinner, despite reading Yelp reviews, and wasn't too amazed nor too disappointed. The main problem I read about was the servers. However, when we went, the servers seemed like they were trying to correct that image. So anything that went wrong was fixed fast and when they forgot to give us snow crab initially, they gave us an extra pound of crawfish. It just seems like the employees aren't completely used to the restaurant feel yet. The food was pretty good, not crazy. Be sure to get at least medium because the spice takes the food over the edge. Don't bother with the crawfish. They're small and don't have a lot of meat. That said, the snow crab was pretty incredible. I probably wouldn't go back, but I didn't hate it. I feel like they just need a little more time to perfect their place.","34","16"
"Vy L.",3,"I had high expectations for this place and was really excited for the grand opening! The interior design is amazing, very IG worthy with great lighting, booth seats, wooden tables and a great vibe overall. As for the food, we attempted to try all the sauces and so we did; all of which were great. However, the portion size was awful for the price. Especially for the clams, which by the way we only had shells with 5-7 actual pieces to eat. The mussels were great, again, the only problem would be the portion size. As for the snow crab, it was hard to break open, with no tools besides our hands, haha. I love the fact that the place became its own, different from others especially with their creative alcohol beverages, but you are not getting your bang for your buck here.","14","53"
"Brandy A.",4,"This was a good experience for a family outing. Our server was very engaging and helpful. The food was served very hot and ready and the servings were very filling. The ambiance was very inviting. I didn't give the final star on the experience because the owner was walking through the establishment yelling about how he had someone's car towed who look likes she was a patron of his establishment. I'm sure it was an accident considering <U+00A0>we had to adjust our parking on the street as well. That touched me the wrong way","142","38"
"Cynthia P.",4,"The food was delicious! But the service was so slow, seems like we waited forever. Waited a long time for drinks had to cancel my last drink because the rest of my party was already ready to go not a place to go if you're in a hurry.","0","1"
"Tierra D.",4,"Spent one of best friends birthday at the Boiler 65 with a party of 8! Can I just start by saying the place is very nice but it could be a little bit nicer. We were sat in the front in the cut where we couldn't see anybody(don't get me wrong it felt good to have a private area but one way in and one way out ain't cool when you've had a few to drink and have to go to the bathroom and not to mention it was cold not only in our corner but even inside the main area) The waitress did an amazing job but the kitchen was super slow and I know you can't rush food but geesh a couple more cooks on a busy night might speed up service a little bit!! I'll definitely be back just with a smaller group!!","0","12"
"William B.",4,"I went here twice and the first time I would have gave this place a 3 at best. However the second time the food was so <U+00A0>much better it would be a 5. The first time I went it was later on a Saturday night <U+00A0>around 10pm. The food had great flavor but the corn was very chewy, the potatoes and shrimp were also over cooked and not easy to eat. I decided to give it a second chance because the flavor was good, this time I went earlier about an hour after they opened. Turned out to be a good decision the food came out great.","32","1"
"Geneva A.",4,"We ordered the shrimp with out heads, mussels and corn. <U+00A0>Everything was good but the mussels had all fallen out the shells so we had to fish them out of the sauce in the steam bag. <U+00A0>Glad they bring you gloves because you need it for this meal. <U+00A0>Wish my waitress filled my water a little better because the food was a little spicer than expect(not a bad thing if I had water). <U+00A0>The menu is very limited, wish they had something like cornbread.","12","104"
"Bruce R.",4,"The fish tacos were awesome and the customer service was excellent ! Paige was our server and she was professional and friendly. <U+00A0>Because of her we made the right choice to dine out. We will return for sure !!!","0","13"
"Sherine N.",4,"We went on a Monday night, we didn't wait for our bags long at all we got all 3 sauces and they were all so tasty crab legs, shrimp and crawfish all very good I don't like really spicy foods but the bomb diggity sauce was just enough heat. Waitress was very helpful and attentive. Great service and great food will definitely be back.","119","100"
"Kaylyn B.",4,"I was in the mood for seafood, and having family who lives in the south, I love a good seafood boil. I was leery about coming here, because the reviews haven't been stellar, but I'm definitely glad we gave it a try, and we will definitely be back!As I said, I have family down near Savannah and Charleston, and they don't mess around with their low country boils. Well, the food at Boiler 65 lived up to my high expectations! It was all very fresh and very delicious. My husband and I split the duo bag with the Bomb Diggity sauce, and it was the perfect amount of food (we even had some leftovers!). I thought the price was fair for as much as we got. I do wish, however, that there were an easier way to ""build a bag"" as an individual. For example, instead of everything coming in full pounds, make them half pounds so you can mix and match. If you're coming with another person, though, the duo bag is the way to go! Three pounds of seafood with potatoes, corn, and sausage--YUM! Be ready to get messy: no plates or silverware here, but that makes it more fun, IMO!As excellent as the food was, one star had to come off for a couple reasons. First, there was a distinct lack of hustle among the employees. The table next to us had piles and piles of old shells and trash sitting on it for at least ten minutes after we arrived--not the most appetizing thing to look at. Multiple workers were standing around and the restaurant wasn't busy, so this could have and should have been taken care of sooner. However, our server, Renee, was awesome and attentive. The other negative: the drink prices. Guys, this isn't New York City. A bottle of Rolling Rock should not cost $5.50. It's Rolling Rock. And my cocktail, while delicious, was $10; the same cocktail anywhere nearby would go for $7 or $8. Bring the drink prices down, teach your workers that there's always work to be done, and by golly, give me a fork to fish out the clams from the bottom of my bag and you've got a 5 star place!","3","31"
"Miles R.",4,"Wanted to try a pound of crawfish late Sunday afternoon. To my disappointment, our waiter Tarik returned to tell us that they had run out of crawfish and their shipment wouldn't be in until Monday. Ordered the calamari and the 2 piece catfish dinner which came with cajun fries, hush puppies, and cole slaw. <U+00A0> Everything was flavorful, plentiful and prepared well. <U+00A0>Liked the cornmeal coating that made it crunchy. <U+00A0>Only the slaw lacked flavor. The service was very good. Tarik made sure our glasses stayed filled and checked on us periodically to see if we needed anything <U+00A0>and were doing ok. Enjoyed it overall and will definitely return. <U+00A0>Only disappointed by the absence of the crawfish. Have to question why a restaurant whose specialty is based on the seafood boil would run short on one of its main menu items... I asked Tarik to convey our disappointment to his manager. He said he did so...we were told his manager conveyed his apologies and the crawfish would be in the following day. <U+00A0>Hmmm. Is it me or was I expecting too much to have had the manager come out to express that sentiment? <U+00A0>We'll try again another time. Definitely worth second visit.","5","28"
"Stephanie N.",4,"Really loved the concept and atmosphere of the place and the food was good. Dress in stuff you don't care if it gets butter or grease good eats and worth working for it. My hubby who always says he's not going to a restaurant and working for his food but he was really surprised. Bottom line we would go back. Other than that you pick your seafood we did the duo thingy and made a switch which was an up charge. If you wanted the heads removed from the shrimp it's an up charge we opted to leave the heads on. Than you picked the heat mild Med hot fire our waitress told us if we went with med and it wasn't hot enough she could bring us hotter stuff didn't mention an up charge for that. She came back to the table when we were 3/4 done and I asked for a little more sauce with heat came back with a foam cup of not sure some hotter broth. We cleaned up bill came and we had an up charge for having heads removed which we didn't request and told her that when the food was delivered. She very nicely took care of those two things and smiled at the end. I'm sure it wasn't easy asking her boss to remove 7.00 from the bill. All in all we're definitely going back.","67","59"
"Chrishana B.",4,"I love that this restaurant is nestled in my neighborhood and it's such a great edition!This is a great restaurant for a first date or a night out with your friends. Unlike some of the reviews I read, the service was great...The staff were very professional and helpful and everyone was always ready to help serve. Now onto what really matters. THE FOOD! My friend and I ordered the go butter sauce crab legs with medium spice, the bomb diggity crab legs with medium spice, and corn and potatoes. They definitely didn't taste like they were seasoned with Old Bay and butter sauce was our favorite! They give you a bib and buckets to chow down. It was a full house of people and they had the doors open to the outside for a great breeze while we ate. They serve adult capris of booze filled drinks, although their alcohol selection is very limited. The food is inexpensive and average priced for seafood like this, so you for value it's as good as it gets. If your a seafood lover then this place is worth a try!","81","101"
"Renee C.",4,"This was a terrific experience and a delicious meal. Mom and I were surprised by the open layout and charmed by the attentive waitstaff. This a a different concept and we didn't know what to expect. We chose King Crab, mussels, clams, corn and potatoes. We had fun choosing the spice level and then the sauce. We put on our bib and gloves (yes, gloves!) when the food came and had a blast digging into the bucket! Highly recommend the OG butter sauce. The crab was sensational and the rest of the meal followed suit. Congrats to Team Ny and family on what is sure to be a stunning success! Thanks for a wonderful night. By the way, this is a brand new enterprise, so diners should keep expectations for timing right sized.","4","2"
"Michael B.",4,"I feel bad that the other guy had a bad experience. We truly enjoyed ourselves! The food was good, (yes, a little more pricey than other places), but the staff was friendly and attentive, and took care of us for a minor glitch. <U+00A0>Given that Cleveland doesn't have immediate access to fresh seafood like Boston, New Orleans, and the Florida gulf (yes, I've eaten at all of them), this was really well done and a welcome addition to the Cleveland Independents scene. <U+00A0>We will be back!","1","16"
"Genna R.",5,"So good! We stumbled upon this and were not disappointed. Totally out of the norm restaurant for NE Ohio, but in a great way. Zeno was our waiter and led us in the right direction. If you love seafood, give it a shot! Fun date night too. This was the bomb diggity duo bag. <U+00A0>P.S. Who doesn't love an adult Capri sun?!","116","5"
"Dino A.",5,"This place needs great reviews! Not sure what others expect from a seafood place in Cleveland Ohio but boiler 65 has figured it out. Great food, fast and decent atmosphere. Prices are certainly fair and you're not going to leave hungry. Staff is pleasant and attentive, they have earned my respect as a solid place to frequent and trust me I have experienced a bump or two but nothing that would warrant a poor review in any way.","55","3"
"Ashlei M.",5,"I decided to take my mom out for Mother's Day and she absolutely loved it. Calamari was so good , those chicken rolls Mmmm. So good ! I took my friend that's from California out on a lunch date and decided to go back it was great. Great server by the name of Kaylin he was so helpful and all around great to us .","171","3"
"Lydia C.",5,"Super fun environment and great seafood! All of the options with flavors for the seafood are super tasty! This is seafood heaven! Even if you don't like seafood, they still have another menu for you. The adult Capri sun like drinks all taste so good! The only downside is I wish they were open during lunch during the workweek.","174","7"
"Sarah A.",5,"Service was great and the food was delicious. We went 6:30pm on a Thursday and it was empty but by the time we left the place was packed. We were seated right away and our drinks and food were brought out fairly quickly. My husband shared the duo bag. Everything was delicious and HOT!! New date night spot!!","0","4"
"Meghan D.",5,"I dont know what everyone else is talking about here. Both times times I've been the service has been excellent! Servers came over as soon as I was seated, brought drinks quickly and filled without asking, and food came out in a very reasonable amount of time. The food was BOMB. The sauce they boil the shrimp in is so good. My folks had the fish fry, as you can see it was amazingly flaky fresh white fish. Some of the best fish fry I've had in a long time. This is totally one of my new favorite spots!","1","31"
"John P.",5,"Have ordered carry out here several times. <U+00A0>Great portion size. <U+00A0>Loved the crab legs. Pricy but worth it. <U+00A0>Food is Awesome.","40","19"
"Megan C.",5,"What a fun experience and the food was fantastic. <U+00A0>We ordered the duo bag with Crawfish, shrimp, and crab ordered the ""bomb diggity "" way HOT. <U+00A0>It also came with corn, potatoes, and sausage. <U+00A0>Not sure how they cool the sausage but it was one of the best we've ever tried. <U+00A0>Our kids had the clams, crab legs and chicken fingers. <U+00A0>Everything we ate was delicious. <U+00A0>Our server Joe was extremely helpful with ordering since it was our first time (it won't be our last). <U+00A0>Definitely try a ""Boozebag"" cocktail, it's basically an adult Capri sun. <U+00A0>We are just sorry we didn't try this place out sooner. <U+00A0>Can't wait to enjoy it again on their patio.","0","3"
"Rhonda O.",5,"Great food! I had the fish and chips. Also shared some fried shrimp which was amazing!! The location and interior design is perfect. The staff was also great. Very friendly and helpful with making sure our party had everything they needed.","0","17"
"Colleen O.",5,"I went last night and based on the reviews I had read was a little worried, but it was wonderful!! Jason was our server and did a great job. Everyone, from the host to the bartender, wanted to make sure our time there was outstanding! The crab legs were delicious and the drinks were very good. Please give this place a try, you will not be disappointed!!","0","3"
"Choeuth C.",5,"Bomb Diggity Sauce and level fire. Spicy and good, if you can handle the heat this is the one to get. It has heat and still taste good! Very addicting.","2","2"
"Huy P.",5,"To all the haters. This is why Cleveland is boring. You guys are picky and not adventurous. This is what they have in the West coast. You eat Cajun crawfish with your own bare hands. Deal with it. This place is awesome!!!!!!! Highly reccomend. Don't listen to any negative reviews. It's all ridiculous and hilarious.","42","5"
"Jim A.",5,"Ate there this evening and I have to say, this place has made my top 2 restaurants in the greater Cleveland area. <U+00A0>Great atmosphere, great service, and great food! <U+00A0>Eric was our server and was very attentive. <U+00A0>The wait for food wasn't to long. <U+00A0>If you order ""The Duo"" you won't be disappointed. <U+00A0>It's like 3 pounds of food and is more than enough for 2 people to share. <U+00A0>If you have never eaten crawfish before, they provide you with lessons! <U+00A0>This is a family owned restaurant, a family born and raised right in the Gordon Square neighborhood. <U+00A0>Will definitely be back.","47","3"
"Lisa H.",5,"Very good food!!! I loved the concept of ordering seafood by the pound. You get a bib and gloves and <U+00A0>dig in! So much flavor! I don't have a high tolerance for spice but I enjoyed the mild version. I had one pound of shrimp with the garlic sauce!! I cannot express how good the food was!! The staff is extremely friendly and local to the area. One of he owners even stopped at our table to give us some tips to seafood eating. Cannot wait to go again!!","79","14"
"Marcia B.",5,"Great atmosphere... Nice and spacious! The food was finger licking good... Literally! Super juicy and fresh. It reminds me of a seafood restaurant on the ocean bc of the freshness. We thoroughly enjoyed our meal. We had the Duo bag and sub the crawfish for extra crab legs for an up charge (which was very reasonable). There was sooo much food.... we even had leftovers. We'll be back soon for more! This place will definitely be my new seafood spot!! Oh, forgot to mention that we also ordered the wings and they were BOMB too!!","8","4"
"Jessica P.",5,"Fantastic atmosphere! The seafood is fresh and blew every expectation I had out of the park. Needless to say, I would most definitely recommend The Boiler 65 to anyone looking for that coastal taste, with it's own Cleveland flare!","196","1"
"Meg K.",5,"This was our (my husband and I) first time checking out The Boiler 65, after months of waiting for it to open. It was AMAZING. We got the catfish nuggets - which were EXCELLENT. Perfect cornmeal crunch, soft tender fish, and a remoulade that I had to get a second cup of it was so fucking good. Also got the Cajun fries - which have THE BEST seasoning, warm and spicy, with the *slightest* hint of sweet. Main course: 1 pound of heads off peel & eat shrimp with corn on the cob - medium spice, in the O.G. Butter sauce. It was *life affirming*. That sauce is where it's at. And those shrimp were so sweet and tender and delicious. I was in heaven. After eating everything, it was all too tempting to sprawl out in the big, private green leather booth to catch a little nap... I resisted the urge, though... thinking maybe the other patrons might give me side eye. <U+00A0>For all the uppity folks complaining about paper table cloths and no silverware, etc, etc - LIVE A LITTLE, PEOPLE. Good food is fucking messy, and the BEST food is eaten with your hands. It's a carnal, beautiful thing. You should give it a try.End note: the staff was friendly and accommodating, made sure we were happy, asked about the food, they're genuine. And the music is awesome, too. I know we will absolutely be back to this amazing place. Love to the chefs who made our impromptu night out this evening truly delicious. You guys are the real deal.","1","12"
"Steven K.",5,"We had a pound of OG shrimp, Cajun fries and catfish bites. <U+00A0>Holy shit this place is amazing!!! It's also reasonably priced. <U+00A0>It's a messy meal, so if you're uppity, you'd better head back to the suburbs.","4","57"
"Srey B.",5,"Best seafood in Cleveland. Great atmosphere. Great drinks. Try the bombdiggity with og butter sauce mixed together.","29","5"
"Annie B.",5,"We thoroughly enjoyed Boiler 65. <U+00A0>We had such a fun experience and loved the food. Robin was a phenomenal server who explained everything so well and gave us the perfect amount of attention. It was the first time my friend ever had crawfish and one of the owners gave us a great lesson on how to beat eat them. We shared the duo which was the perfect amount of food and love the mint juleps. I'm already raving about this to friends and can't wait to go again!","3","2"
"Audrey K.",5,"Just had a great experience for dinner with my family at the broiler 65. The menu is small and contains mostly seafood except for some appetizers so if you have allergies to seafood/shellfish you might want to stay away. But for the lucky ones who can eat seafood, it is a great time. The food was excellent. I just spent a weekend in Maryland a few weeks ago and had A LOT of crab and I was surprised to find that the crab legs we had here were even better! The staff was friendly, nice and very attentive. I would recommend for a fun night out, just maybe not for a first date because it can get a little messy","70","24"
"Michael K.",5,"Without a doubt one of the best new restaurants in Cleveland. This is one of the best quality seafood boils you will find north of the Mason-Dixon line. Our food was hot, our drinks were cold, and our service was terrific. If you like seafood, you have to come here! We will be back many, many times!","11","3"
"Rosie D.",5,"I'm from Rhode Island i regularly come to CLE to visit my sister who just recently moved here and EVERY TIME I come to CLE my number one plan is to try this restaurant, we have nothing like this back home. So out of a handful of times I've visited I haven't had time to carry out my plan of trying this place. I'm so glad I did. Let's just say these people turned my frown upside down no lie! I had just landed in CLE AND SOUTHWEST LOST MY LUGGAGE. So I was having the worst day. I sat at the bar the staff were so tentative, they regularly checked on me. <U+00A0>This place was so clean and spacious seeing you need a lot of elbow room to eat. The owner was so hospitable I witnessed him walking up to the other tables checking on his guest. I ordered a cocktail and before I could finish my cocktail my food came out; in other words I didn't have a long wait :) I ordered clams, lobster tail, and potatoes with mild bomb digity sauce. LISTENNNN good is a understatement.... the food was GREAT! The owner suggested the corn and sausage so I can have the full experience of a boil so I did and I'm so glad I did because it was amazing. I never take the time to participate in yelp but this place earned my time to do so! And I will for sure be going back with my sister before I leave so she can try it..I'm sure she'll love it! I'm so mad I didn't take a pic but I'll be sure to take one next time :)","0","4"
"Carole B.",5,"Very hip Cajun seafood boil type restaurant not far from Ohio City. I had the fried lobster tail and snow crab legs to go. I have to chow down on crab legs in the comfort of my own home. Everything was tasty and delicious. I forgot to take pics, sorry!","8","57"
"Caple N.",5,"I truly enjoyed this dish here!! The way the spices and texture of the lobster tail was AMAZING!!! I would go back and have it again, but I had my <U+00A0>on another dish.","30","8"
"Monet E.",5,"Picture a place with Cajun seafood that can out do cajuns at seafood <U+00A0>that's the Boiler 65! My first experience here was nothing short of amazing. The boiled twin lobster tails with OG Butter sauce were flavorful, hot and cooked very well. I paired that with corn and potatoes and beef sausage. The restaurant is pretty large and there's plenty of seating. They also have a nice patio if you like to eat outside. Seating at the bar is also an option.","14","39"
"John P.",5,"What a wonderful restaurant and an even greater owner! His name is Teem (hope I have spelled it correctly) and he takes pride in the business because he was born and raised in the neighborhood. It takes alot of confidence to start up a business and alot of risk. Teem is up to the challenge! Now, about the food.... absolutely delish . We had the pot of crab legs, shrimp and crawfish, with the butter sauce. It was so good we ordered another pound of shrimp. Table next to us ordered the corn on the cob. It looked super delish and the people loved it. The restaurant has a ""cool vibe"" about it, the painted cement floors are ""on point"". Wait staff was very friendly and efficient. Join me in welcoming a new restaurant to the neighborhood from our Hometown Son !!!!","0","11"
"Gregory L.",5,"I had a very nice experience here the duo bag was more than enough to fill me up and I'm a big guy also everything was cooked to perfection. When you come make sure you ask for Paige her service was great, very funny and knowledgeable about the menu she will point you in the right direction rather it's your first or tenth time coming here to eat.","0","1"
"Carri R.",5,"I found my new favorite restaurant! Best clams ever & definitely the best crab legs in the city! The food was fantastic! Drinks were delicious & fun. We had the hurricane which came in a Capri Sun type bag & the Mule that came out ""smoking"" with dry ice. Great atmosphere & service. Be prepared to wait a few minutes for the food, but it is cooked to order so worth the wait. The food was pretty inexpensive for what you get too. We had the chance to talk with one of the owners. Team NY. Great guy. <U+00A0>...and an added bonus to know that we were patronizing an business owned by people that grew up in the neighborhood. If you like seafood you have to give this place a try!","24","18"
"Aris F.",5,"Man this place is awesome. Obviously, its a new spot and there feeling their way around running a restaurant but the food is on point! Got to meet the owner, what a great guy! They're very passionate about this place and you can tell from the quality of the food!","1","16"
"Armanyy G.",5,"This place is amazing.. <U+00A0>Dominique the server was amazing. <U+00A0>I'm coming back every day. For sure. Loved this place she was very professional. And she made my experience here great","0","3"
"Michael S.",5,"What a great place. A bit of Louisiana in CLE. Love the open floor plan. Seating is comfortable and cool. Service was fantastic. Quick, attentive and friendly. Now for the food. The catfish nuggets offered the perfect start. Tangy and tasty. A great Cajun like spice added to crawfish and shrimp included corn and sausage. A lot of fun with a good selection of beverage. Will be back to this great addition to CLE.","1","33"
"Erica L.",5,"We went here last night for my birthday celebration and was blown away! I went to school in the south and have been looking for a good place for crawfish boils in Cleveland - I finally found the spot!! We got the Duo Bag with snow crab, crawfish, shrimp, sausage, corn and potatoes in the Bomb Diggity sauce in medium and oh. my. gosh. I am already craving this meal again!! Not to mention, their Crab Island adult capri sun drink was delicious too!Our server, Dominique, was very attentive and nice. As well as Team who stopped by to make sure everything was good for us. My only suggestion would be to have servers or signage on each table that would help newcomers get familiar with the concept and make sure people know what they're supposed to do (crawfish peeling is tough without proper instruction!). I can understand why people may be initially uncomfortable with the boiling seafood concept if they've never had it, but with some more guidance I think everyone would be leaving happy! This is easily my new favorite restaurant in Cleveland.","196","30"
"J'ette N.",5,"Not in love with the concept. The prices could be lower. The whole system is new and fresh and extremely awkward. The food can be really, really good. The service is always genuinely good-hearted and sincere.The vibe is quite brilliant.So i recommend The Boiler 65... on the merit of it being something new and brilliant and not yet formed ... but really, really good.","103","18"
"Kaylie T.",5,"They went above and beyond for us!I'm not sure why they got some bad reviews regarding their service because this was far from true for us.I'm originally from Orange County, CA...where there are crawfish joints everywhere. So when one opens up near me..I have to check it out. Even if it means having to take my 1 yr old to a restaurant where you eat with your hands. This is where they totally exceeded my expectation with their service.Renee, our server went out of her way to help me with my baby. When my kid was fussy she offered crayons. There was nothing on the menu for my baby and I thought I came prepared, but she didnt want to eat the food I packed her. Of course she wanted what I was eating. Well the restaurant made my baby her own plain corn with no seasoning. And they gave us 2 just in case she decided she wanted to throw one off her high chair, which she did of course. When we finished our meal, a gentleman who I assume is the owner, came by to ask us about our experience. They clearly care enough to ask for feedback from their patrons.As for the food..its good! It was a tad pricier than joints in CA, but hey I'm not complaining. I'm just happy they opened up and its a short drive to get my crawfish fix! I'll be back again for sure but next time I'll plan for a babysitter.","0","16"
"Olivia H.",5,"I grew up on the Gulf Coast and I miss the crawfish boils and delicious, well-seasoned seafood. After basically giving up on finding good Cajun food in Cleveland, particularly crawfish, I am so happy that this place has opened.Went there on 7/7/17, and they said they've been open for a couple weeks. They're clearly still figuring things out. Our waitress let us know that they're still seeing what's popular before they put together combo meals, and that one of the mixed drinks wasn't being made anymore because it hadn't gotten a good reception. I thought the food was hands-down delicious, and I appreciate them being critical enough of themselves to be in a period of morphing their menu toward what the customer enjoys.Their format now is you choose your seafood by the pound, a sauce, a spiciness level, and any sides. It all gets cooked in a bag to make a big bag of deliciousness. We got shrimp, mussels, crawfish, corn, and potatoes with hot bomb diggity sauce. Definitely a delicious and fun meal. Overall, the experience, service, food, and drinks were all great. Can't wait go to back.","0","9"
"Ali S.",5,"I visited this restaurant on a Friday evening with my boyfriend and we both had a wonderful experience. The staff was very attentive and we were immediately sat. We chose to sit at the bar and our bartender was very personable and made us both the wonderful capri sun style drinks. We ordered calamari, the crab legs, sausage and shrimp. The sausage was AMAZING as were the crab legs. You get a good amount of food relative to price. The place is clean, well lit, and has great decor. I think it is in a great location and a rare restaurant in Cleveland. I would definitely go back! If you had a bad experience, give the place a chance, all new restaurants go through ups and downs but Cleveland deserves a boiling seafood restaurant!","132","7"
"Sam B.",5,"We got a pound of clams and some sides. The clams were covered in a delicious sauce (the third option, forget what it's called). Unfortunately, many of the shells were empty. Upon complaining we received excellent service- drinks on the house and beautiful conversation with the cook, Team Ny <U+00A0>(his real name -- ask him about it.) Stop in, it's a comfortable place with innovative food. (But maybe avoid the clams, hah)","2","2"
